Id,HotelValue
893,139619.7904316614
1106,313896.1440628745
414,112584.88727358691
523,153899.99999999988
1037,318000.0
615,86724.0418370654
219,217162.4205412425
1161,149300.0
650,86991.0796030698
888,128651.398257444
577,148244.39710376714
1253,120715.80762854911
1062,104014.5685068558
568,214090.22633060365
1109,173126.72333952814
1114,125844.48813804588
169,199619.13366327694
1103,133700.0000000001
1121,113233.71150101177
68,217999.99999999988
1041,157766.398485191
454,215199.99999999983
671,172363.2812069728
1095,122591.52867122678
193,200184.54741298893
124,167838.32945575484
416,186757.89599469825
278,97324.61526979234
434,174022.01591854187
1318,186783.32297139225
185,126451.44358286823
555,263434.99999999994
1174,191000.00000000015
77,116261.11856763295
907,261826.70449029817
675,145528.40478337617
1399,146654.05771342485
375,208436.1317042987
1033,299800.0000000001
260,99632.71085062422
52,124014.23166627079
245,237091.04742629902
1102,124024.47208165519
582,384084.30823153054
680,132192.90065720645
1133,123255.50398326926
1221,122638.43344435914
50,127162.61463561213
592,424791.80556180404
1270,138823.5832351686
1250,119735.90394882527
1139,187999.9999999998
491,121270.13665656287
1025,315000.0000000002
812,142406.81114101244
142,259530.27592242623
847,195928.53393814995
926,150208.4222850282
773,142000.0
533,104234.74286287461
30,85390.32426847832
1300,148629.51043371393
66,302133.356386497
766,257170.77317446767
1348,280624.8740923576
176,226102.84263577955
395,108883.59307779158
620,324551.0498915708
1132,108483.38097032675
116,154538.39615243985
895,131499.99999999997
1222,131852.48618499993
428,112098.51400961168
737,92900.00000000006
899,475660.0678844756
683,173662.27557863446
991,309002.07822530065
719,315749.9999999999
45,137931.08414229055
60,121869.52863066473
364,99121.78023500153
399,79131.61640693196
423,114503.99999999991
495,103141.15464684834
417,154600.049565947
585,130000.00000000009
271,260971.3323089286
352,210000.0
1079,141748.01587312674
1345,181192.87287916488
837,136905.00000000006
644,159651.8948168405
275,124045.32872681874
323,275000.0000000002
79,122143.2382361458
923,174832.22015256435
276,175479.2344947692
1266,167150.77595409888
221,224900.00000000012
317,249999.9999999998
1007,169999.99999999983
1241,202971.2890392919
71,283208.0308163215
16,140999.99999999994
1165,179850.8923858614
1321,161499.99999999985
755,143176.05106812177
721,273389.8057203709
1048,142052.5164947775
629,180190.43262268198
637,58499.99999999996
465,121029.58301285822
856,134214.20120189543
1398,131007.26618225565
383,213233.8728347442
1429,110076.03481100545
789,109584.98194893524
1341,108094.68051157055
1217,143693.97015373514
333,271553.6395111619
544,148800.00000000003
204,143592.3692978445
1135,173915.12161018644
1415,185349.07638481393
430,178068.92520560892
1273,133383.88193089375
747,244084.17590735733
590,109213.12780716404
839,142510.34422800475
1294,182639.99904813786
591,186961.59165561481
586,380007.9987640742
1202,208802.10196373906
199,131007.26618225565
917,84499.99999999994
995,320000.00000000006
1229,339749.9999999999
44,131751.32706824926
1034,239685.99999999997
692,440000.0000000002
232,333167.9999999997
527,123910.00781945513
102,172891.81713960055
1093,143693.97015373514
412,140432.81612340128
1393,127630.76611418629
908,229959.23328645152
783,198899.99999999997
953,124999.9999999999
621,64819.72209043225
670,109999.99999999991
129,149832.50502305632
530,210000.0
911,141198.27019581822
999,99497.36267312475
1451,137497.28587166406
1164,147097.72816256026
248,142666.4721153529
529,98077.82797622471
734,134934.32237728758
33,197245.8366483019
635,144573.6994943919
1028,316024.83611712686
1054,148274.8251266084
576,111645.61577274867
844,118372.4397687503
298,216769.5580608498
262,325623.9999999999
1047,401653.3040995634
940,215000.0
310,365867.455544142
164,98035.66809647145
1010,118125.43695193954
600,161181.2210033408
1176,311098.7572010609
372,134999.99999999997
240,131507.75242949376
882,212189.74504576426
1334,121039.65249585634
1359,162211.47459011083
1157,157242.105185745
813,100250.0776048616
1332,134214.20120189543
426,141954.563603013
1055,259372.86832505846
64,152173.8173632068
818,281266.10181458754
1395,220167.63531308423
1307,184610.74289401426
916,90676.25003173162
433,126713.8178354775
694,108903.57339146746
967,124563.27751221966
1171,144356.29653469328
1043,179154.34995253224
608,159767.33586080908
1090,208992.78521250671
31,95953.66863312009
57,197250.3627500725
1179,119735.90394882527
452,219999.99999999983
559,179777.95372978176
366,122955.09875893197
424,311847.4862292392
959,187490.03115916645
807,133685.29216675882
1134,248249.78582761917
980,136422.41016630054
355,139391.4891281219
1357,114610.23348260316
307,249999.9999999998
797,145802.0718548039
100,130822.146119004
756,156121.45047043747
272,182513.90450137452
241,261218.37276211605
598,183901.2950786509
947,144495.88935008497
359,135598.96836997112
985,139799.85693943352
778,138294.5101189933
708,211674.53291691298
599,196940.36805769367
875,101792.94400615769
931,239000.00000000003
340,145371.82541397115
1280,104999.99999999997
1433,105751.72341264463
1042,161469.56171959193
712,108883.59307779158
1050,107976.67791164063
311,175635.63306167047
572,116479.06933505577
918,141801.46184683943
603,237404.7800861084
290,131782.15476244953
429,186632.46722805398
1086,147446.45609549264
209,247099.94524588902
681,121867.33589554211
354,110612.6191341195
325,254828.1771809235
238,204564.8033519099
59,348689.4540777797
1160,179133.359522568
536,131999.9999999999
368,154811.43894506217
696,164995.81594803583
24,139002.028747953
108,98335.78835302009
1431,175000.00000000044
1019,179657.9982748916
362,136210.10831679258
1002,90349.99999999994
539,143259.63610423935
1422,137675.49798038224
1178,114511.73406092174
1292,110877.02519665808
782,172602.37914088002
1448,260971.3323089286
